2001221022220211120,011010121200110110,21002010212200002,1110200201100212,001010211110201,20012121200010,0000020100000,001200200111,01002202212,0110200211,200220110,11220200,1200020,202002,22220,1100,100,00,1,
0000201200100201201,022012102020202100,00200020011101200,1012110020002010,111101020212120,11221022010200,1110221111112,001020101101,02020200110,0022000210,020200000,20021101,1122222,101000,01220,0222,100,21,2,
1112002011110110102,222102001222010110,12002110000000002,2002102212200200,222220120101201,20201000122010,1110100022020,100112200102,10010002200,2120002000,220112200,21101101,0000100,201110,01011,2020,210,10,0,
1001101201110220000,122221212100002120,10021111020221020,0200112000001001,102000010012000,12012101112202,0222100122120,001002002202,11020221021,1201112111,210002010,00002100,0210010,012002,20100,0010,022,02,0,
0202211002200021202,201100011001102112,11102201220012022,1020000000210021,100111100122111,00001001012011,1001010201022,011120201022,20000100122,1100101022,110021002,22000202,2001002,000012,00122,2001,002,02,2,
1000020012200010222,010102010221212220,10200100102102020,2100120111121020,001020211020011,00011002211120,1002011200210,000010200210,00120020020,0101111121,000201120,20121222,1120021,202011,02221,0020,120,02,0,
0020202110202001202,000100200021120011,21121012220202012,0212002100010022,000010200002212,21222221221110,1111120211000,011000001122,10120021000,1220021010,000200000,22011200,1121001,001201,01011,1000,112,02,2,
1000220222021002110,200201001112121110,00100011002020000,0020121120100000,120200212200012,12211012211211,0221022001001,011002200112,00100100000,1020000010,120101220,02100002,2021210,020112,01002,1201,221,10,0,
2000211102100000110,012210012101012000,00010100020012020,1000222101002200,202011101002100,02112000001001,2102120212012,112000102100,12212111201,1011112101,221222002,02022110,0122022,002200,00002,2021,221,00,0,
0021001010002002000,011002002002000012,02002100022010210,1201001002022010,111211112021111,10100111122010,0022101001121,011022112012,00002110010,2001102021,202202022,12001020,0022200,122021,12002,2210,122,00,0,
1120010200010020100,120010220000022022,00012000210202000,1011201110022211,211102220002212,10112001000022,2110210002102,111111112011,00001020220,0001011122,100000221,20202002,0112101,000022,02001,1100,102,20,2,
1111011202120210121,102020000100000001,20000020100010001,0112011212220110,111120200001002,11020200021012,0100200001002,000022210010,02000221000,1200120102,010120210,22022002,2222210,102111,20110,0211,000,21,1,
0010010200011002221,222201000100000011,22211012200002002,2210202010022000,000002100000111,10000010101000,1010212112221,111112111121,01020222122,0222000021,010020102,22002112,1201122,000121,11020,0002,200,21,1,
0112100122210021111,001010000210002012,12000201111011220,0200001222010101,010002210022221,02120220020001,0100222202011,011120020001,00200000211,0110020001,100020001,12202222,2022011,111100,12100,2100,122,00,2,
2110000112200020000,012120210211221112,12220120200020000,1000111122112110,021110100021000,12220211000120,0220010000102,200100111120,10000200022,0000001000,200020110,02120220,1202111,202220,12220,0100,120,11,1,
1021022000100110011,002200200022100101,12200200010002100,2022002111100121,222121022012021,11210000011010,2222200221210,010000010000,21002212022,0000012012,201010221,01121210,2100100,011021,00120,1210,012,21,0,
2002012020001211020,222221020122222121,10101111120102000,0120000220102000,012010012100010,20010200100020,0000211011010,121002100111,02100020122,1002100010,000022012,00102121,1102000,111010,20011,2020,212,22,2,
2200101100120000020,210012210221200021,20001200211001122,2211222002020211,000022100110001,01122002022020,1000021200020,100121201010,20110001020,2001110021,110022100,11010111,0201120,010122,10021,2000,000,02,1,
0020002021210220110,001121222120012021,12200121010000221,0002100000220001,200020000010201,21020100002222,0002001112020,221102212002,21222022001,1201110022,110111011,00020001,0002101,112000,11110,0101,012,11,0,
2220002100010022112,211000100010020001,22112101122010001,0202120012122202,002000212000021,01000121020201,2221200000021,120101001122,20110110111,2212201100,002210001,02200020,1121111,201001,00000,0201,102,00,0,
0111020210002000020,100110121120011100,11201111201001210,2221110222220001,000010202000000,02100210122100,0202122210122,110101002211,02112001120,0020022001,122000010,22002110,2122100,200012,00102,2100,200,00,0,
2020020202210120100,100001210101120000,00001000100120202,1000112210000021,212011012222001,12020022211000,0212012011200,000021102000,20012020001,0112121100,010000221,00120112,2112101,122200,11110,1202,000,12,2,
1101000010200000210,011122122122202012,00210110202020010,1111211110101002,100010220000220,00000222020000,1112100100101,221110202001,20100200012,0220002202,001211101,12020202,2000220,010102,01102,1100,100,21,0,
1011020200002020001,211122011012200211,20121000001000200,2222222022222221,110010220020001,11100101202210,1010002020120,000001200100,22122021012,1020000101,012010100,21021002,1110012,111100,01210,0122,210,00,0,
2110101111101002111,201102022222012201,01200022000102101,2021210112221221,110200022110101,10011001012111,0000000210200,100100002200,00120200220,2111001001,200002012,12020002,2001200,020010,00221,2202,202,00,0,
1000001201200102012,202221001201110012,11120100101010120,1222101200120000,120022022112002,22000200010020,0112211001021,000200020010,01110001102,2012202201,211102001,01021102,2202201,211001,10210,0000,202,00,0,
2112210000000210011,211200001000000021,20210020000010220,2212021022020221,100201020200021,22221112212001,2101202012000,102202121100,01022211102,1001101100,202011100,12010001,2000001,122100,01102,1011,000,20,1,
1222102100221222122,220020102202200110,20102201210000000,0111001010211102,201000100201121,00001111212101,1002002201000,220200001100,20201000010,0201110010,212200000,00200101,0221221,110010,12222,0112,001,12,0,
1200010021000002000,201011121111001112,01120021022102102,1001012000200022,021011120102101,00001200120220,2121022001102,012100000002,00211011122,2100022222,000100122,00020121,0012010,010112,00022,0212,000,21,2,
2122100021101221211,010221122202220122,02100020102001200,2011000000120100,000100002022211,22012121011002,0222020110102,102021110001,22012000111,1102210200,122010010,02022020,0010110,012021,10000,2110,000,00,1,
2010202020220011001,200112100200220011,20122110202202001,1121000110012101,001002120002200,11120211112211,1200122002011,200112000022,10022000021,2020000201,021101200,00222101,0002022,111000,21001,1000,201,01,2,
0122110200002000202,020110220101220202,02112010221200101,0120110002010002,212000101200202,11111011111211,0222101020120,100211000002,11011022220,0001111011,010020020,21000002,0200002,000102,11202,2020,020,00,1,
0022200021220201201,022021000112201000,01002000110222010,2100100020200100,021100121101210,00112200210111,2201202201211,200101221020,00200111120,0200110210,200201001,10222222,0001010,201000,12010,2022,111,01,1,
1100101211111111000,102000010212002000,02100210212001000,0111100022221111,010100202001100,01220002021010,0002020021120,120102012011,20202011101,0202022002,121200020,01112000,2221202,122202,10020,1022,000,02,0,
1021012100100122201,000010221000100001,12100100222200000,1121100010012110,011112002210220,00120000201012,1201000122201,102100120220,12100221202,2021211012,222020021,22100000,0210110,010010,00202,0110,210,20,0,
0100101002120202200,201001000100210200,00110001100220200,0200112002010121,100000120212000,01021102010021,0021102020200,212100010121,22011110110,2002020121,102222222,02000202,1212000,111212,22210,1111,010,12,0,
1021001000202000000,011121210200110101,11001100100020200,1002122202110100,201000100220202,12100011210201,0200210210002,121122221201,00211211001,2220110010,200001001,22222022,1210000,020000,10112,2212,021,00,2,
2101110100011222000,012021200002112100,20011112110111011,0202212000110121,020100012220000,12000011001020,2200022001222,102120110022,02012010022,0220100221,000010011,20100020,1011220,202002,22100,0011,000,20,1,
1201112110111201211,020222122020010012,02001201001102222,0100120120000102,001000101102120,12120100020000,0022100000000,220201122202,20010012102,2021021002,021100000,02002120,0010111,101220,01102,0010,121,21,0,
